"name","parent","type","size"
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\styles","dir",4450
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__","file",4450
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\token.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","file",6184
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\unistring.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","file",63187
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\util.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","file",9110
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","file",2999
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__main__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","file",353
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments","dir",87651
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\filter.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",3497
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\lexer.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",40391
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\modeline.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",1716
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\plugin.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",3729
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\regexopt.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",5023
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\style.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",7417
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\token.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",7457
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\util.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",14584
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__","file",3837
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor","dir",831229
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\actions.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",6426
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\common.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",12936
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\core.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",213344
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","dir",23685
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram","file",23685
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\exceptions.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",9023
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",39129
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\results.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",25341
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",13402
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",10787
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\util.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",6805
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","file",9171
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing","dir",461180
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\actions.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",8454
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\common.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",14776
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\core.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",277662
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",12918
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\helpers.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",53619
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\results.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",36302
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\testing.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",19498
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\unicode.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",15356
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\util.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",14255
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__","file",8340
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor","dir",397877
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\adapters.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",21443
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\api.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",6377
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\auth.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",10187
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\certs.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",575
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\compat.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",1286
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\cookies.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",18560
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\exceptions.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",3823
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\help.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",3879
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\hooks.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",733
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\models.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",35287
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\packages.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",695
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\sessions.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",30180
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\status_codes.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",4235
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\structures.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",2912
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\utils.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",33240
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",1397
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",5178
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","dir",217450
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\adapters.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",24879
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\api.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",7424
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\auth.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",14623
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\certs.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",975
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\compat.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",1801
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\cookies.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",27103
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",8518
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\hooks.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",1243
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\models.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",38773
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\packages.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",823
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\sessions.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",29612
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\status_codes.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",6230
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\structures.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",6215
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\utils.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",40129
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\_internal_utils.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",2076
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",6442
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__\__version__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__pycache__","file",584
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests\__version__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\requests","file",440
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor","dir",78381
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","dir",833
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat","file",156
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat","file",0
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat","dir",677
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__\collections_abc.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","file",476
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","file",201
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","file",5872
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","file",1583
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","file",17592
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","file",4794
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","file",537
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib","dir",47170
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\providers.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","file",7065
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\reporters.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","file",2795
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\resolvers.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","file",25241
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\structs.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","file",11323
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","file",746
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor","dir",1965274
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\abc.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",890
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\align.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",10368
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\ansi.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",6820
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\bar.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",3264
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\box.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",9864
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\cells.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4503
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\color.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",17957
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1054
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\columns.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",7131
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\console.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",95885
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\constrain.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1288
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\containers.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",5497
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\control.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",6630
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\default_styles.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",7954
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\diagnose.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",972
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\emoji.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",2501
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\errors.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",642
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\filesize.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",2507
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1616
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\highlighter.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",9585
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\json.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",5051
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\jupyter.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",3252
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\layout.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",14074
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\live.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",14172
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\live_render.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",3667
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\logging.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",11471
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\markup.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",8198
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\measure.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",5305
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\padding.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4970
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\pager.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",828
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\palette.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",3396
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\panel.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",8744
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\pretty.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",36576
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\progress.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",59746
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",8161
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\prompt.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",11303
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\protocol.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1391
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\region.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",166
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\repr.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4449
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\rule.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4773
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\scope.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",2842
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\screen.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1591
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\segment.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",24224
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\spinner.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4374
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\status.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",4425
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\style.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",26240
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\styled.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",1258
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\syntax.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",34697
"D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich\table.py","D:\Documents\GB\python_spec\venv\Lib\site-packages\pip\_vendor\rich","file",39515
